Date,Close,High,Low,Open,Volume
1986-03-13,0.059707049280405045,0.06237299145412169,0.05437639120258734,0.05437639120258734,1031788800
1986-03-14,0.0618392713367939,0.06290601537688993,0.05970700952540091,0.05970700952540091,308160000
1986-03-17,0.06290600448846817,0.06343906984904796,0.06183926063301519,0.06183926063301519,133171200
1986-03-18,0.06130622327327728,0.06343909882405376,0.06077315766922654,0.062906033220003,67766400
1986-03-19,0.06024010851979256,0.06183930576876637,0.05970704277013462,0.061306240019108435,47894400
1986-03-20,0.058640893548727036,0.06024009031440139,0.05810782796016891,0.06024009031440139,58435200
1986-03-21,0.05704168230295181,0.059707009569145826,0.05597555139647421,0.05864087866266822,59990400
1986-03-24,0.05544249713420868,0.05704169381672021,0.05490943157337151,0.05704169381672021,65289600
1986-03-25,0.05650860816240311,0.05650860816240311,0.054909412048537956,0.05544247741982634,32083200
1986-03-26,0.058107826858758926,0.058640892437213,0.055975564544942596,0.05650863012339668,22752000
1986-03-27,0.059173937886953354,0.05917393788695336,0.05810780709270218,0.05810780709270218,16848000
1986-03-31,0.058640893548727036,0.059173959137285154,0.05757476237161079,0.059173959137285154,12873600
1986-04-01,0.058107826858758926,0.058640892437213,0.05810782685875892,0.058640892437213,11088000
1986-04-02,0.058640893548727036,0.05970702472584327,0.05810782796016891,0.05810782796016891,27014400
1986-04-03,0.059173937886953354,0.060773134078330134,0.05917393788695336,0.05917393788695336,23040000
1986-04-04,0.059173937886953354,0.05970700328407895,0.05917393788695336,0.05917393788695336,26582400
1986-04-07,0.058107826858758926,0.05970702359412117,0.05704169570185076,0.059173958015667084,16560000
1986-04-08,0.058640893548727036,0.05970702472584327,0.05810782796016891,0.05810782796016891,10252800
1986-04-09,0.059707049280405045,0.060240115088186816,0.0586409176648415,0.0586409176648415,12153600
1986-04-10,0.06024010851979256,0.060773174269450496,0.058640911270818746,0.05970704277013462,13881600
1986-04-11,0.06130622327327728,0.062372967615952256,0.06077315766922654,0.06077315766922654,17222400
1986-04-14,0.0618392713367939,0.06237294992404169,0.06130620588394565,0.06130620588394565,12153600
1986-04-15,0.0618392713367939,0.06183927133679389,0.05970700952540091,0.06183927133679389,9302400
1986-04-16,0.06397217512130737,0.06450524081446217,0.061306233520857435,0.06183929921401223,31910400
1986-04-17,0.06450525671243668,0.06450525671243668,0.0639721908879024,0.0639721908879024,22003200
1986-04-18,0.06237295642495155,0.06450521845858258,0.06183927778208034,0.06450521845858258,21628800
